Id_Franquicia,Nombre_Franquicia,Min_Inversion,Max_Inversion,Año_Fundado,Unidades
911,Donut i love u,158000.0,316000.0,2019,1
912,Hot Fries,167000.0,375000.0,2015,1
913,Sneakybird,303000.0,596000.0,2022,1
914,Spiked Rich,273000.0,493000.0,2017,1
915,Daddy’s Chicken Shack,748000.0,1140000.0,2018,1
916,AATB,158000.0,261000.0,2018,1
917,SIMPLE PLAN,92000.0,117000.0,1999,1
918,World Famous Meats,255000.0,308000.0,2022,1
919,Il Mito,246000.0,460000.0,2006,1
920,Daily Dose,90000.0,90000.0,2019,1
921,Ivan Ramen,1020000.0,1980000.0,2010,1
922,Parlay Cafe,203000.0,459000.0,2020,1
923,Bengal Bay Grill,617000.0,2520000.0,2018,0
924,Tutti Frutti,213000.0,480000.0,2018,0
925,KOKEE TEA,49000.0,431000.0,2018,0
926,Lemon Heaven,30000.0,174000.0,2008,0
927,Limeberry Yogurt,56000.0,275000.0,2011,0
928,Loving Hut,83000.0,400000.0,2008,0
929,Cole's Backyard Grill,237000.0,1220000.0,2014,0
930,Maggiemoo's,226000.0,355000.0,2007,0
931,Maui Tacos,94000.0,208000.0,1997,0
932,Mountain Mudd,23000.0,266000.0,1999,0
933,Muscle Maker Grill,188000.0,454000.0,2014,0
934,Orange Julius,325000.0,571000.0,1926,0
935,Dazbog Coffee,187000.0,397000.0,1996,0
936,Vino 100,65000.0,431000.0,2003,0
937,Deli Zone,270000.0,437000.0,2010,0
938,O'Charley's,2100000.0,3140000.0,1971,0
939,Earthfruits Yogurt,258000.0,570000.0,2009,0
